,X,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
39611,RETREG1.5,4.69E-14,0.257843241,0.657,0.573,2.90E-09,C-Thermo.RXFP1,RETREG1
39612,OXR1.11,4.90E-14,-0.574009915,0.578,0.622,3.03E-09,C-Thermo.RXFP1,OXR1
39613,ELOVL4.5,5.10E-14,-0.355027157,0.559,0.626,3.15E-09,C-Thermo.RXFP1,ELOVL4
39614,DST.7,6.08E-14,-0.417491747,0.906,0.901,3.76E-09,C-Thermo.RXFP1,DST
39615,TOMM34.10,6.25E-14,-0.421257956,0.528,0.599,3.86E-09,C-Thermo.RXFP1,TOMM34
39616,NORAD.7,6.30E-14,-0.656524322,0.031,0.128,3.90E-09,C-Thermo.RXFP1,NORAD
39617,FRMPD3.12,6.50E-14,-0.425212933,0.338,0.428,4.02E-09,C-Thermo.RXFP1,FRMPD3
39618,RPL38.5,6.61E-14,-0.439906831,0.043,0.145,4.09E-09,C-Thermo.RXFP1,RPL38
39619,RPL23A.4,7.36E-14,-0.299347884,0.032,0.131,4.55E-09,C-Thermo.RXFP1,RPL23A
39620,TAC1.17,7.37E-14,-2.87664146,0.613,0.632,4.55E-09,C-Thermo.RXFP1,TAC1
39621,DGKG.7,7.50E-14,0.284275931,0.478,0.343,4.64E-09,C-Thermo.RXFP1,DGKG
39622,DOK4.9,7.50E-14,-0.370451877,0.743,0.765,4.64E-09,C-Thermo.RXFP1,DOK4
39623,GOT2.11,8.16E-14,-0.403211541,0.699,0.736,5.04E-09,C-Thermo.RXFP1,GOT2
39624,INTS10.6,8.57E-14,0.290308072,0.593,0.459,5.30E-09,C-Thermo.RXFP1,INTS10
39625,GARNL3.7,9.49E-14,-0.323571144,0.281,0.387,5.87E-09,C-Thermo.RXFP1,GARNL3
39626,PFN1.3,9.62E-14,-0.339788567,0.667,0.711,5.95E-09,C-Thermo.RXFP1,PFN1
39627,RPS25.4,9.96E-14,-0.285233228,0.035,0.135,6.16E-09,C-Thermo.RXFP1,RPS25
39628,RPS24.7,1.01E-13,-0.424193423,0.055,0.163,6.27E-09,C-Thermo.RXFP1,RPS24
39629,RPL39.4,1.02E-13,-0.313442752,0.035,0.136,6.31E-09,C-Thermo.RXFP1,RPL39
39630,GAS6.12,1.06E-13,-0.397435919,0.67,0.687,6.55E-09,C-Thermo.RXFP1,GAS6
39631,RPL21.4,1.08E-13,-0.375638198,0.045,0.147,6.65E-09,C-Thermo.RXFP1,RPL21
39632,LDHA.8,1.21E-13,-0.651255126,0.071,0.181,7.49E-09,C-Thermo.RXFP1,LDHA
39633,RPL11.6,1.28E-13,-0.479718625,0.046,0.148,7.90E-09,C-Thermo.RXFP1,RPL11
39634,TRAPPC5.9,1.28E-13,0.279103637,0.662,0.536,7.90E-09,C-Thermo.RXFP1,TRAPPC5
39635,DAPK1.16,1.29E-13,-0.494504579,0.304,0.398,7.99E-09,C-Thermo.RXFP1,DAPK1
39636,SYNGR3.10,1.30E-13,0.264275214,0.882,0.826,8.06E-09,C-Thermo.RXFP1,SYNGR3
39637,COX5A.16,1.40E-13,-0.607575811,0.048,0.149,8.66E-09,C-Thermo.RXFP1,COX5A
39638,SERINC2.14,1.46E-13,-0.444304272,0.352,0.435,9.04E-09,C-Thermo.RXFP1,SERINC2
39639,TMEM245.1,1.50E-13,0.256382071,0.668,0.58,9.29E-09,C-Thermo.RXFP1,TMEM245
39640,LY6H.16,1.69E-13,-0.343494142,0.072,0.18,1.04E-08,C-Thermo.RXFP1,LY6H
39641,HS3ST3B1.14,1.69E-13,-0.276140824,0.092,0.204,1.04E-08,C-Thermo.RXFP1,HS3ST3B1
39642,RPS12.4,1.69E-13,-0.364211177,0.037,0.134,1.05E-08,C-Thermo.RXFP1,RPS12
39643,TMEM176B.12,1.75E-13,-0.357696109,0.776,0.84,1.08E-08,C-Thermo.RXFP1,TMEM176B
39644,RPS5.7,1.76E-13,-0.388647435,0.035,0.132,1.09E-08,C-Thermo.RXFP1,RPS5
39645,ACHE.14,1.78E-13,0.338426561,0.886,0.848,1.10E-08,C-Thermo.RXFP1,ACHE
39646,TMEM178B.8,1.85E-13,0.31258664,0.694,0.574,1.14E-08,C-Thermo.RXFP1,TMEM178B
39647,NACA.3,1.95E-13,-0.301851994,0.037,0.135,1.20E-08,C-Thermo.RXFP1,NACA
39648,RPS20.3,2.02E-13,-0.293909084,0.035,0.133,1.25E-08,C-Thermo.RXFP1,RPS20
39649,FSD1.2,2.06E-13,0.266030257,0.674,0.56,1.27E-08,C-Thermo.RXFP1,FSD1
39650,LDLR.10,2.33E-13,0.29147608,0.796,0.701,1.44E-08,C-Thermo.RXFP1,LDLR
39651,SUSD2.16,2.54E-13,-0.674020027,0.659,0.716,1.57E-08,C-Thermo.RXFP1,SUSD2
39652,RPL30.7,2.62E-13,-0.466861149,0.037,0.134,1.62E-08,C-Thermo.RXFP1,RPL30
39653,RPL4.4,2.67E-13,-0.357431108,0.04,0.138,1.65E-08,C-Thermo.RXFP1,RPL4
39654,NKAIN2.13,2.80E-13,0.440245583,0.338,0.214,1.73E-08,C-Thermo.RXFP1,NKAIN2
39655,RAB7A.2,2.89E-13,-0.312973808,0.593,0.658,1.79E-08,C-Thermo.RXFP1,RAB7A
39656,RPS21.3,3.08E-13,-0.268552935,0.034,0.132,1.91E-08,C-Thermo.RXFP1,RPS21
39657,RPS16.6,3.12E-13,-0.345608108,0.035,0.131,1.93E-08,C-Thermo.RXFP1,RPS16
39658,PTMA.4,3.69E-13,-0.333535992,0.048,0.149,2.28E-08,C-Thermo.RXFP1,PTMA
39659,EFNA5.8,3.74E-13,-0.379664838,0.309,0.414,2.31E-08,C-Thermo.RXFP1,EFNA5
39660,C9orf16.8,3.76E-13,-0.543423059,0.08,0.187,2.32E-08,C-Thermo.RXFP1,C9orf16
39661,HSPB6.15,3.77E-13,-0.727061384,0.347,0.427,2.33E-08,C-Thermo.RXFP1,HSPB6
39662,EIF5A2.6,4.44E-13,-0.377933299,0.329,0.42,2.75E-08,C-Thermo.RXFP1,EIF5A2
39663,EIF4G2.8,4.52E-13,-0.567051114,0.479,0.542,2.80E-08,C-Thermo.RXFP1,EIF4G2
39664,SCG2.18,4.57E-13,-1.327162505,0.627,0.635,2.82E-08,C-Thermo.RXFP1,SCG2
39665,ASPSCR1.2,4.61E-13,0.314188187,0.524,0.391,2.85E-08,C-Thermo.RXFP1,ASPSCR1
39666,NIPA1.4,4.69E-13,-0.357108875,0.601,0.676,2.90E-08,C-Thermo.RXFP1,NIPA1
39667,NFKBIA.1,4.93E-13,0.257858345,0.452,0.326,3.04E-08,C-Thermo.RXFP1,NFKBIA
39668,AKR1C1.9,5.10E-13,-0.423734934,0.129,0.237,3.15E-08,C-Thermo.RXFP1,AKR1C1
39669,MRPS21.4,5.15E-13,-0.351560237,0.041,0.138,3.19E-08,C-Thermo.RXFP1,MRPS21
39670,RPL34.6,5.44E-13,-0.394990659,0.049,0.151,3.36E-08,C-Thermo.RXFP1,RPL34
39671,SH3BGRL3.6,5.63E-13,-0.562047288,0.728,0.745,3.48E-08,C-Thermo.RXFP1,SH3BGRL3
39672,KCNK1.11,5.84E-13,-0.368479397,0.194,0.302,3.61E-08,C-Thermo.RXFP1,KCNK1
39673,RPL37.4,5.94E-13,-0.346982739,0.049,0.148,3.67E-08,C-Thermo.RXFP1,RPL37
39674,PTPA.6,6.02E-13,0.281324934,0.734,0.665,3.72E-08,C-Thermo.RXFP1,PTPA
39675,CCT7.2,6.50E-13,-0.316211509,0.032,0.123,4.02E-08,C-Thermo.RXFP1,CCT7
39676,B4GALNT1.5,6.60E-13,0.283848253,0.616,0.489,4.08E-08,C-Thermo.RXFP1,B4GALNT1
39677,MDH2.6,6.78E-13,-0.357327209,0.559,0.617,4.19E-08,C-Thermo.RXFP1,MDH2
39678,MT1X.14,6.94E-13,-0.52669476,0.267,0.369,4.29E-08,C-Thermo.RXFP1,MT1X
39679,APLP1.10,7.17E-13,0.342774157,0.76,0.721,4.43E-08,C-Thermo.RXFP1,APLP1
39680,CNTN5.12,7.23E-13,-0.37515551,0.031,0.123,4.47E-08,C-Thermo.RXFP1,CNTN5
39681,TBC1D9.6,7.35E-13,-0.293448287,0.743,0.764,4.54E-08,C-Thermo.RXFP1,TBC1D9
39682,PRNP.13,7.47E-13,0.36240998,0.917,0.917,4.62E-08,C-Thermo.RXFP1,PRNP
39683,IPO13.2,7.99E-13,0.258823907,0.561,0.433,4.94E-08,C-Thermo.RXFP1,IPO13
39684,YWHAH.10,8.05E-13,-0.301290467,0.908,0.934,4.98E-08,C-Thermo.RXFP1,YWHAH
39685,ABCA2.2,8.27E-13,0.250519301,0.757,0.66,5.11E-08,C-Thermo.RXFP1,ABCA2
39686,RPL36AL.4,8.78E-13,-0.280534997,0.032,0.125,5.43E-08,C-Thermo.RXFP1,RPL36AL
39687,RPS7.6,9.12E-13,-0.30133621,0.04,0.137,5.63E-08,C-Thermo.RXFP1,RPS7
39688,TMEM9.10,9.35E-13,-0.351705225,0.507,0.576,5.78E-08,C-Thermo.RXFP1,TMEM9
39689,MRPL52.3,9.59E-13,-0.260581193,0.031,0.122,5.93E-08,C-Thermo.RXFP1,MRPL52
39690,TTBK1.2,1.02E-12,0.269029605,0.717,0.607,6.29E-08,C-Thermo.RXFP1,TTBK1
39691,GHITM.9,1.10E-12,-0.300078453,0.751,0.827,6.81E-08,C-Thermo.RXFP1,GHITM
39692,PREP.4,1.16E-12,-0.32647758,0.355,0.436,7.18E-08,C-Thermo.RXFP1,PREP
39693,CAMLG.6,1.19E-12,-0.337014832,0.605,0.672,7.33E-08,C-Thermo.RXFP1,CAMLG
39694,RPL31.4,1.21E-12,-0.390503105,0.041,0.135,7.49E-08,C-Thermo.RXFP1,RPL31
39695,AKAP6.7,1.26E-12,-0.288454117,0.891,0.906,7.78E-08,C-Thermo.RXFP1,AKAP6
39696,RAPH1.7,1.26E-12,-0.317970146,0.485,0.547,7.80E-08,C-Thermo.RXFP1,RAPH1
39697,MRPL41.5,1.55E-12,-0.400128085,0.054,0.153,9.61E-08,C-Thermo.RXFP1,MRPL41
39698,MSRB2.7,1.60E-12,0.277691715,0.631,0.56,9.90E-08,C-Thermo.RXFP1,MSRB2
39699,IFI27.15,1.61E-12,-0.869029533,0.505,0.558,9.95E-08,C-Thermo.RXFP1,IFI27
39700,KIF5B.11,1.64E-12,-0.384241844,0.67,0.717,1.02E-07,C-Thermo.RXFP1,KIF5B
39701,RPS4X.6,1.70E-12,-0.364125658,0.04,0.133,1.05E-07,C-Thermo.RXFP1,RPS4X
39702,RAPGEF4.6,1.72E-12,-0.365613464,0.425,0.51,1.06E-07,C-Thermo.RXFP1,RAPGEF4
39703,LRRC8A.13,1.86E-12,-0.433534947,0.591,0.649,1.15E-07,C-Thermo.RXFP1,LRRC8A
39704,LMO2.7,1.89E-12,-0.321947704,0.152,0.261,1.17E-07,C-Thermo.RXFP1,LMO2
39705,RPL27A.3,2.38E-12,-0.269151834,0.04,0.131,1.47E-07,C-Thermo.RXFP1,RPL27A
39706,STK25.6,2.38E-12,0.279237095,0.69,0.579,1.47E-07,C-Thermo.RXFP1,STK25
39707,HSPA9.9,2.71E-12,-0.376588778,0.524,0.587,1.68E-07,C-Thermo.RXFP1,HSPA9
39708,RPL18A.3,2.88E-12,-0.312081483,0.038,0.132,1.78E-07,C-Thermo.RXFP1,RPL18A
39709,ITGB1.3,3.32E-12,-0.364122951,0.548,0.599,2.05E-07,C-Thermo.RXFP1,ITGB1
39710,CCDC82.3,3.33E-12,0.260801939,0.596,0.461,2.06E-07,C-Thermo.RXFP1,CCDC82
39711,KCNA2.14,3.64E-12,-0.457343946,0.561,0.612,2.25E-07,C-Thermo.RXFP1,KCNA2
39712,MORF4L1.6,3.95E-12,-0.583602464,0.398,0.47,2.44E-07,C-Thermo.RXFP1,MORF4L1
39713,GLRX.5,3.99E-12,-0.313058732,0.346,0.438,2.47E-07,C-Thermo.RXFP1,GLRX
39714,H3F3B.2,4.06E-12,-0.291965106,0.04,0.131,2.51E-07,C-Thermo.RXFP1,H3F3B
39715,COPS8.4,4.11E-12,-0.319872775,0.55,0.598,2.54E-07,C-Thermo.RXFP1,COPS8
39716,TPBGL.13,4.24E-12,-0.4568059,0.45,0.517,2.62E-07,C-Thermo.RXFP1,TPBGL
39717,CCT6A.6,4.40E-12,-0.331051818,0.608,0.663,2.72E-07,C-Thermo.RXFP1,CCT6A
39718,CFL1.5,4.45E-12,-0.275443353,0.774,0.825,2.75E-07,C-Thermo.RXFP1,CFL1
39719,SH3GLB2.11,4.52E-12,-0.325581077,0.788,0.79,2.79E-07,C-Thermo.RXFP1,SH3GLB2
39720,GDI2.3,4.59E-12,-0.301823244,0.521,0.582,2.84E-07,C-Thermo.RXFP1,GDI2
39721,POMP.7,5.12E-12,-0.461471606,0.401,0.48,3.17E-07,C-Thermo.RXFP1,POMP
39722,SRRM2.5,5.23E-12,0.254374005,0.528,0.388,3.23E-07,C-Thermo.RXFP1,SRRM2
39723,CEACAM1.13,5.84E-12,-0.266106565,0.129,0.231,3.61E-07,C-Thermo.RXFP1,CEACAM1
39724,SNHG14.11,5.87E-12,-0.524756513,0.045,0.141,3.63E-07,C-Thermo.RXFP1,SNHG14
39725,PHTF1.4,5.94E-12,0.289069409,0.618,0.488,3.67E-07,C-Thermo.RXFP1,PHTF1
39726,ALKAL2.14,6.48E-12,-0.496807605,0.101,0.202,4.01E-07,C-Thermo.RXFP1,ALKAL2
39727,RPL5.2,6.72E-12,-0.279276779,0.052,0.147,4.15E-07,C-Thermo.RXFP1,RPL5
39728,POPDC3.3,7.26E-12,-0.253421561,0.218,0.319,4.49E-07,C-Thermo.RXFP1,POPDC3
39729,NDUFB10.6,7.39E-12,-0.341580233,0.605,0.672,4.57E-07,C-Thermo.RXFP1,NDUFB10
39730,LAMP2.7,7.91E-12,-0.336304944,0.72,0.754,4.89E-07,C-Thermo.RXFP1,LAMP2
39731,NECTIN2.11,8.09E-12,-0.395864483,0.37,0.451,5.00E-07,C-Thermo.RXFP1,NECTIN2
39732,FAM189B.5,8.16E-12,-0.385493635,0.143,0.26,5.04E-07,C-Thermo.RXFP1,FAM189B
39733,PIP4K2A.5,8.41E-12,-0.335775622,0.264,0.356,5.20E-07,C-Thermo.RXFP1,PIP4K2A
39734,HMGB1.5,8.42E-12,-0.332027698,0.078,0.183,5.20E-07,C-Thermo.RXFP1,HMGB1
39735,ARVCF.13,8.95E-12,0.269444984,0.68,0.546,5.53E-07,C-Thermo.RXFP1,ARVCF
39736,CCDC85B.14,9.03E-12,-0.488339289,0.621,0.675,5.58E-07,C-Thermo.RXFP1,CCDC85B
39737,TMEM273.14,9.52E-12,-0.451639427,0.08,0.175,5.89E-07,C-Thermo.RXFP1,TMEM273
39738,PHYHIP.15,9.66E-12,-0.474631396,0.19,0.284,5.97E-07,C-Thermo.RXFP1,PHYHIP
39739,GPI.3,9.71E-12,-0.257158728,0.854,0.839,6.00E-07,C-Thermo.RXFP1,GPI
39740,ENAH.8,1.01E-11,-0.377018005,0.641,0.675,6.23E-07,C-Thermo.RXFP1,ENAH
39741,VDAC1.9,1.06E-11,-0.394482664,0.521,0.585,6.56E-07,C-Thermo.RXFP1,VDAC1
39742,RHEB.10,1.09E-11,-0.499184979,0.51,0.572,6.76E-07,C-Thermo.RXFP1,RHEB
39743,QPCT.12,1.11E-11,-0.265255358,0.203,0.317,6.88E-07,C-Thermo.RXFP1,QPCT
39744,REEP5.9,1.12E-11,-0.378013611,0.86,0.908,6.94E-07,C-Thermo.RXFP1,REEP5
39745,CHRNA3.17,1.14E-11,-0.575197532,0.141,0.244,7.06E-07,C-Thermo.RXFP1,CHRNA3
39746,SNX10.11,1.56E-11,-0.318167365,0.707,0.752,9.64E-07,C-Thermo.RXFP1,SNX10
39747,WSB2.8,1.59E-11,0.288502121,0.796,0.755,9.82E-07,C-Thermo.RXFP1,WSB2
39748,SDK2.15,1.77E-11,-0.416395413,0.218,0.308,1.10E-06,C-Thermo.RXFP1,SDK2
39749,MDH1.11,1.80E-11,-0.566761256,0.538,0.605,1.12E-06,C-Thermo.RXFP1,MDH1
39750,ATP6V1E1.6,1.82E-11,-0.30736833,0.697,0.739,1.13E-06,C-Thermo.RXFP1,ATP6V1E1
39751,ACSL6.13,2.03E-11,-0.658855786,0.495,0.543,1.25E-06,C-Thermo.RXFP1,ACSL6
39752,ACTR1A.5,2.19E-11,-0.277425656,0.806,0.84,1.35E-06,C-Thermo.RXFP1,ACTR1A
39753,GNB1.3,2.82E-11,-0.297102087,0.74,0.775,1.75E-06,C-Thermo.RXFP1,GNB1
39754,GARS.8,2.99E-11,-0.30344161,0.088,0.185,1.85E-06,C-Thermo.RXFP1,GARS
39755,ANXA1.18,3.38E-11,-0.925616916,0.264,0.35,2.09E-06,C-Thermo.RXFP1,ANXA1
39756,WBP2.7,3.40E-11,-0.344368235,0.561,0.624,2.10E-06,C-Thermo.RXFP1,WBP2
39757,CDH18.16,4.09E-11,-0.87572047,0.244,0.341,2.53E-06,C-Thermo.RXFP1,CDH18
39758,ARRB1.11,4.28E-11,-0.373171606,0.688,0.689,2.64E-06,C-Thermo.RXFP1,ARRB1
39759,PRSS23.12,4.61E-11,-0.383853454,0.192,0.29,2.85E-06,C-Thermo.RXFP1,PRSS23
39760,VSTM4.5,4.99E-11,-0.267898744,0.244,0.339,3.09E-06,C-Thermo.RXFP1,VSTM4
39761,HYOU1.7,5.33E-11,0.267989533,0.71,0.652,3.30E-06,C-Thermo.RXFP1,HYOU1
39762,CRBN.12,6.28E-11,-0.351662316,0.598,0.636,3.88E-06,C-Thermo.RXFP1,CRBN
39763,RPL3.7,6.36E-11,-0.450137284,0.066,0.16,3.93E-06,C-Thermo.RXFP1,RPL3
39764,KCNA1.16,6.62E-11,-0.731748175,0.395,0.442,4.09E-06,C-Thermo.RXFP1,KCNA1
39765,PSMD2.5,7.14E-11,-0.371988992,0.582,0.617,4.41E-06,C-Thermo.RXFP1,PSMD2
39766,TMEM38A.11,7.27E-11,-0.335882189,0.369,0.443,4.50E-06,C-Thermo.RXFP1,TMEM38A
39767,CHCHD2.11,7.74E-11,-0.532379384,0.528,0.603,4.79E-06,C-Thermo.RXFP1,CHCHD2
39768,BSG.10,8.22E-11,-0.346925134,0.578,0.642,5.08E-06,C-Thermo.RXFP1,BSG
39769,TTC37.6,8.28E-11,-0.314531746,0.134,0.243,5.12E-06,C-Thermo.RXFP1,TTC37
39770,PIN1.11,9.56E-11,-0.330690348,0.725,0.749,5.91E-06,C-Thermo.RXFP1,PIN1
39771,MRGPRD.18,1.02E-10,-0.376859499,0.048,0.129,6.28E-06,C-Thermo.RXFP1,MRGPRD
39772,TALDO1.3,1.02E-10,-0.303935832,0.525,0.584,6.32E-06,C-Thermo.RXFP1,TALDO1
39773,YWHAB.5,1.03E-10,-0.445066978,0.624,0.666,6.38E-06,C-Thermo.RXFP1,YWHAB
39774,ARL2.9,1.12E-10,0.276371915,0.602,0.546,6.95E-06,C-Thermo.RXFP1,ARL2
39775,RPL9.3,1.23E-10,-0.261013948,0.045,0.129,7.63E-06,C-Thermo.RXFP1,RPL9
39776,PPM1J.15,1.24E-10,-0.875278775,0.515,0.547,7.66E-06,C-Thermo.RXFP1,PPM1J
39777,SLC8A1.14,1.24E-10,-0.430301585,0.324,0.412,7.68E-06,C-Thermo.RXFP1,SLC8A1
39778,RERGL.16,1.31E-10,-0.66314895,0.089,0.182,8.08E-06,C-Thermo.RXFP1,RERGL
39779,TMEM150C.7,1.32E-10,-0.33459033,0.33,0.409,8.13E-06,C-Thermo.RXFP1,TMEM150C
39780,CACNG5.14,1.32E-10,-0.390239062,0.063,0.148,8.14E-06,C-Thermo.RXFP1,CACNG5
39781,PPP2R2B.4,1.38E-10,-0.375836233,0.679,0.727,8.54E-06,C-Thermo.RXFP1,PPP2R2B
39782,UHMK1.13,1.46E-10,-0.442562591,0.647,0.685,9.00E-06,C-Thermo.RXFP1,UHMK1
39783,MYADM.13,1.59E-10,-0.383993441,0.704,0.74,9.86E-06,C-Thermo.RXFP1,MYADM
39784,PITRM1.12,1.68E-10,-0.340762823,0.639,0.666,1.04E-05,C-Thermo.RXFP1,PITRM1
39785,PSMB6.3,1.70E-10,-0.431492947,0.427,0.49,1.05E-05,C-Thermo.RXFP1,PSMB6
39786,PRDX3.7,1.76E-10,-0.412757436,0.266,0.351,1.09E-05,C-Thermo.RXFP1,PRDX3
39787,PSMB2.2,1.79E-10,-0.321706391,0.518,0.576,1.11E-05,C-Thermo.RXFP1,PSMB2
39788,LYNX1.9,1.81E-10,-0.358008456,0.571,0.625,1.12E-05,C-Thermo.RXFP1,LYNX1
39789,OPA1.3,1.82E-10,-0.29086043,0.717,0.753,1.13E-05,C-Thermo.RXFP1,OPA1
39790,B3GNT2.17,1.87E-10,-0.419867413,0.524,0.57,1.16E-05,C-Thermo.RXFP1,B3GNT2
39791,EGR1.3,1.95E-10,0.265656956,0.306,0.205,1.20E-05,C-Thermo.RXFP1,EGR1
39792,ARPP19.4,2.01E-10,-0.367477141,0.55,0.603,1.24E-05,C-Thermo.RXFP1,ARPP19
39793,TMEM97.9,2.06E-10,0.25702479,0.488,0.384,1.27E-05,C-Thermo.RXFP1,TMEM97
39794,PLXNC1.8,2.29E-10,-0.254830673,0.366,0.448,1.42E-05,C-Thermo.RXFP1,PLXNC1
39795,MALAT1.12,2.50E-10,-0.652276234,0.091,0.198,1.54E-05,C-Thermo.RXFP1,MALAT1
39796,PRKCB.14,2.50E-10,-0.46986153,0.51,0.547,1.55E-05,C-Thermo.RXFP1,PRKCB
39797,RGMB.9,2.65E-10,-0.401226385,0.627,0.649,1.64E-05,C-Thermo.RXFP1,RGMB
39798,GPRC5B.12,2.69E-10,-0.371591844,0.115,0.206,1.66E-05,C-Thermo.RXFP1,GPRC5B
39799,TMEM14C.8,2.70E-10,-0.33053344,0.412,0.482,1.67E-05,C-Thermo.RXFP1,TMEM14C
39800,LARP1.2,2.72E-10,-0.327848998,0.687,0.717,1.68E-05,C-Thermo.RXFP1,LARP1
39801,MRGPRX1.18,3.04E-10,-1.126625138,0.158,0.241,1.88E-05,C-Thermo.RXFP1,MRGPRX1
39802,GCNT2.10,3.16E-10,-0.281725828,0.247,0.339,1.95E-05,C-Thermo.RXFP1,GCNT2
39803,MYO5A.6,3.31E-10,-0.309020016,0.648,0.689,2.05E-05,C-Thermo.RXFP1,MYO5A
39804,CCDC6.15,3.36E-10,-0.396601846,0.717,0.737,2.08E-05,C-Thermo.RXFP1,CCDC6
39805,ACLY.12,3.55E-10,-0.373224677,0.645,0.69,2.19E-05,C-Thermo.RXFP1,ACLY
39806,BTF3.4,3.56E-10,-0.325312483,0.065,0.148,2.20E-05,C-Thermo.RXFP1,BTF3
39807,PTGDR.17,3.67E-10,-0.700925646,0.214,0.295,2.27E-05,C-Thermo.RXFP1,PTGDR
39808,PPP2CA.5,3.83E-10,-0.341061634,0.501,0.549,2.37E-05,C-Thermo.RXFP1,PPP2CA
39809,EEF1A1.6,3.97E-10,-0.449380852,0.069,0.159,2.45E-05,C-Thermo.RXFP1,EEF1A1
39810,STAC.11,4.13E-10,-0.293169055,0.691,0.738,2.55E-05,C-Thermo.RXFP1,STAC
39811,SLCO5A1.11,4.39E-10,-0.267769143,0.147,0.242,2.71E-05,C-Thermo.RXFP1,SLCO5A1
39812,LGI1.15,4.66E-10,-0.576471406,0.644,0.64,2.88E-05,C-Thermo.RXFP1,LGI1
39813,DOC2A.16,5.36E-10,-0.292149448,0.097,0.186,3.32E-05,C-Thermo.RXFP1,DOC2A
39814,NARS.7,5.64E-10,-0.323093342,0.126,0.227,3.48E-05,C-Thermo.RXFP1,NARS
39815,SYNM.12,5.74E-10,0.250940439,0.837,0.774,3.55E-05,C-Thermo.RXFP1,SYNM
39816,DOK6.15,6.06E-10,-0.492397536,0.401,0.473,3.75E-05,C-Thermo.RXFP1,DOK6
39817,DNAJA1.10,6.72E-10,-0.326039242,0.662,0.694,4.15E-05,C-Thermo.RXFP1,DNAJA1
39818,CACNG2.14,7.48E-10,-0.298869117,0.155,0.249,4.62E-05,C-Thermo.RXFP1,CACNG2
39819,MT3.17,8.02E-10,-0.962329786,0.353,0.416,4.96E-05,C-Thermo.RXFP1,MT3
39820,ACTB.6,8.53E-10,-0.296350743,0.92,0.945,5.28E-05,C-Thermo.RXFP1,ACTB
39821,FTL.8,9.00E-10,-1.067519488,0.598,0.627,5.57E-05,C-Thermo.RXFP1,FTL
39822,RPS26.3,9.05E-10,-0.348480842,0.037,0.111,5.60E-05,C-Thermo.RXFP1,RPS26
39823,EIF1B.14,9.39E-10,-0.436171242,0.702,0.719,5.81E-05,C-Thermo.RXFP1,EIF1B
39824,MYL12B.10,9.69E-10,-0.54664678,0.131,0.214,5.99E-05,C-Thermo.RXFP1,MYL12B
39825,GADD45A.11,9.83E-10,-0.525448136,0.355,0.427,6.07E-05,C-Thermo.RXFP1,GADD45A
39826,CMPK1.6,9.91E-10,-0.275685346,0.674,0.703,6.12E-05,C-Thermo.RXFP1,CMPK1
39827,GNAL.5,9.94E-10,-0.312885565,0.413,0.487,6.14E-05,C-Thermo.RXFP1,GNAL
39828,IL31RA.17,1.11E-09,-1.361881838,0.504,0.511,6.86E-05,C-Thermo.RXFP1,IL31RA
39829,EHBP1.14,1.12E-09,-0.338950971,0.767,0.778,6.90E-05,C-Thermo.RXFP1,EHBP1
39830,NAP1L5.9,1.12E-09,-0.344952689,0.659,0.716,6.92E-05,C-Thermo.RXFP1,NAP1L5
39831,ARHGDIA.12,1.12E-09,-0.268459743,0.753,0.787,6.93E-05,C-Thermo.RXFP1,ARHGDIA
39832,TMEM50A.14,1.14E-09,-0.305205674,0.571,0.612,7.03E-05,C-Thermo.RXFP1,TMEM50A
39833,ST3GAL5.1,1.16E-09,-0.259117823,0.435,0.499,7.15E-05,C-Thermo.RXFP1,ST3GAL5
39834,SH3GL2.11,1.18E-09,-0.468110504,0.539,0.566,7.30E-05,C-Thermo.RXFP1,SH3GL2
39835,MBNL1.6,1.23E-09,-0.363213887,0.605,0.639,7.58E-05,C-Thermo.RXFP1,MBNL1
39836,NFIA.8,1.23E-09,-0.263874998,0.195,0.293,7.62E-05,C-Thermo.RXFP1,NFIA
39837,SLC9A9.13,1.28E-09,-0.440390463,0.528,0.583,7.89E-05,C-Thermo.RXFP1,SLC9A9
39838,UQCRFS1.11,1.41E-09,-0.482010354,0.309,0.382,8.74E-05,C-Thermo.RXFP1,UQCRFS1
39839,REPS2.6,1.47E-09,-0.307833502,0.298,0.376,9.11E-05,C-Thermo.RXFP1,REPS2
39840,NAP1L2.7,1.48E-09,-0.318462977,0.564,0.634,9.16E-05,C-Thermo.RXFP1,NAP1L2
39841,KCNIP1.5,1.65E-09,-0.25958357,0.084,0.17,0.000101712,C-Thermo.RXFP1,KCNIP1
39842,IRS2.10,1.74E-09,-0.33848716,0.628,0.671,0.000107314,C-Thermo.RXFP1,IRS2
39843,TRMT112.5,1.82E-09,-0.304611021,0.438,0.505,0.000112704,C-Thermo.RXFP1,TRMT112
39844,TXNRD1.5,2.04E-09,-0.299373697,0.713,0.73,0.000126092,C-Thermo.RXFP1,TXNRD1
39845,HSPA1B.9,2.07E-09,-0.381162414,0.708,0.738,0.000127921,C-Thermo.RXFP1,HSPA1B
39846,DYNC1LI1.3,2.44E-09,-0.289933814,0.644,0.673,0.000151027,C-Thermo.RXFP1,DYNC1LI1
39847,EEF2.8,2.62E-09,-0.253844845,0.774,0.807,0.000161709,C-Thermo.RXFP1,EEF2
39848,ST13.4,2.82E-09,-0.35401625,0.238,0.317,0.000174391,C-Thermo.RXFP1,ST13
